295,1935-11-10,1935,US Alessandria 1912,Inter,2-2,2,2,1,D
296,1935-11-10,1935,US Palermo,Genova 1893 Circolo del Calcio,0-1,0,1,1,A
297,1935-11-17,1935,Bologna FC,AS Roma,2-0,2,0,1,H
298,1935-11-17,1935,Torino FC,Sampierdarenese,3-0,3,0,1,H
299,1935-11-17,1935,Lazio Roma,AC Milan,2-2,2,2,1,D
300,1935-11-17,1935,Unione Triestina,US Palermo,5-0,5,0,1,H
301,1935-11-17,1935,AS Bari,SSC Napoli,0-0,0,0,1,D
302,1935-11-17,1935,Inter,Juventus,4-0,4,0,1,H
303,1935-11-17,1935,ACF Fiorentina,Brescia Calcio,1-0,1,0,1,H
304,1935-11-17,1935,Genova 1893 Circolo del Calcio,US Alessandria 1912,0-0,0,0,1,D
305,1935-12-01,1935,Lazio Roma,Genova 1893 Circolo del Calcio,1-1,1,1,1,D
306,1935-12-01,1935,Sampierdarenese,Bologna FC,0-0,0,0,1,D
307,1935-12-01,1935,US Palermo,ACF Fiorentina,1-3,1,3,1,A
308,1935-12-01,1935,AC Milan,AS Roma,0-0,0,0,1,D
309,1935-12-01,1935,Juventus,Unione Triestina,3-0,3,0,1,H
310,1935-12-01,1935,Brescia Calcio,AS Bari,1-2,1,2,1,A
311,1935-12-01,1935,US Alessandria 1912,Torino FC,0-2,0,2,1,A
312,1935-12-01,1935,SSC Napoli,Inter,3-2,3,2,1,H
313,1935-12-08,1935,ACF Fiorentina,AS Bari,2-2,2,2,1,D
314,1935-12-08,1935,Torino FC,Lazio Roma,0-2,0,2,1,A
315,1935-12-08,1935,AS Roma,Juventus,1-1,1,1,1,D
316,1935-12-08,1935,Unione Triestina,AC Milan,1-0,1,0,1,H
317,1935-12-08,1935,Genova 1893 Circolo del Calcio,SSC Napoli,2-2,2,2,1,D
318,1935-12-08,1935,Bologna FC,US Alessandria 1912,1-1,1,1,1,D
319,1935-12-08,1935,Inter,Sampierdarenese,3-0,3,0,1,H
320,1935-12-08,1935,US Palermo,Brescia Calcio,3-2,3,2,1,H
321,1935-12-15,1935,US Alessandria 1912,ACF Fiorentina,2-1,2,1,1,H
322,1935-12-15,1935,AS Bari,Genova 1893 Circolo del Calcio,3-2,3,2,1,H
323,1935-12-15,1935,Brescia Calcio,Unione Triestina,0-0,0,0,1,D
324,1935-12-15,1935,Lazio Roma,Inter,0-0,0,0,1,D
325,1935-12-15,1935,AC Milan,US Palermo,3-1,3,1,1,H
326,1935-12-15,1935,SSC Napoli,Juventus,0-1,0,1,1,A
327,1935-12-15,1935,Sampierdarenese,AS Roma,0-2,0,2,1,A
328,1935-12-15,1935,Torino FC,Bologna FC,0-0,0,0,1,D
329,1935-12-22,1935,US Palermo,Sampierdarenese,2-0,2,0,1,H
330,1935-12-22,1935,Juventus,AC Milan,3-1,3,1,1,H
331,1935-12-22,1935,Unione Triestina,SSC Napoli,6-1,6,1,1,H
332,1935-12-22,1935,Inter,ACF Fiorentina,0-2,0,2,1,A
333,1935-12-22,1935,Bologna FC,Lazio Roma,2-0,2,0,1,H
334,1935-12-22,1935,Genova 1893 Circolo del Calcio,Torino FC,0-2,0,2,1,A
335,1935-12-22,1935,AS Bari,US Alessandria 1912,4-0,4,0,1,H
336,1935-12-22,1935,AS Roma,Brescia Calcio,1-0,1,0,1,H
337,1935-12-29,1935,Lazio Roma,US Alessandria 1912,3-0,3,0,1,H
338,1935-12-29,1935,Unione Triestina,AS Roma,0-0,0,0,1,D
339,1935-12-29,1935,Torino FC,Inter,3-3,3,3,1,D
340,1935-12-29,1935,Sampierdarenese,Juventus,0-1,0,1,1,A
341,1935-12-29,1935,AC Milan,Brescia Calcio,2-1,2,1,1,H
342,1935-12-29,1935,ACF Fiorentina,Genova 1893 Circolo del Calcio,2-1,2,1,1,H
343,1935-12-29,1935,Bologna FC,AS Bari,0-2,0,2,1,A
344,1935-12-29,1935,SSC Napoli,US Palermo,3-0,3,0,1,H
345,1936-01-05,1935,Brescia Calcio,Juventus,0-1,0,1,1,A
346,1936-01-05,1935,Torino FC,ACF Fiorentina,5-0,5,0,1,H
347,1936-01-05,1935,US Palermo,Bologna FC,2-0,2,0,1,H
348,1936-01-05,1935,AC Milan,Sampierdarenese,1-2,1,2,1,A
349,1936-01-05,1935,AS Bari,Inter,2-1,2,1,1,H
350,1936-01-05,1935,US Alessandria 1912,AS Roma,1-0,1,0,1,H
351,1936-01-05,1935,Lazio Roma,SSC Napoli,3-1,3,1,1,H
352,1936-01-05,1935,Genova 1893 Circolo del Calcio,Unione Triestina,2-2,2,2,1,D
353,1936-01-12,1935,Juventus,US Alessandria 1912,4-0,4,0,1,H
354,1936-01-12,1935,Unione Triestina,Bologna FC,2-2,2,2,1,D
355,1936-01-12,1935,Sampierdarenese,Brescia Calcio,2-0,2,0,1,H
356,1936-01-12,1935,SSC Napoli,AC Milan,1-0,1,0,1,H
357,1936-01-12,1935,ACF Fiorentina,Lazio Roma,2-1,2,1,1,H
358,1936-01-12,1935,AS Bari,Torino FC,2-0,2,0,1,H
359,1936-01-12,1935,Inter,Genova 1893 Circolo del Calcio,3-0,3,0,1,H
