,Date,Season,home,visitor,HT,FT,hgoal,vgoal,tier,round,group,notes,result
17916,2000-11-04,2000,CD Numancia,Real Madrid,2-1,3-1,3,1,1,league,NA,NA,H
17917,2000-11-04,2000,UD Las Palmas,FC Barcelona,0-0,0-1,0,1,1,league,NA,NA,A
17918,2000-11-04,2000,Villarreal CF,Deportivo La Coruna,1-1,3-2,3,2,1,league,NA,NA,H
17919,2000-11-04,2000,Celta Vigo,Malaga CF,0-0,1-0,1,0,1,league,NA,NA,H
17920,2000-11-04,2000,Espanyol Barcelona,Valencia CF,0-0,1-0,1,0,1,league,NA,NA,H
17921,2000-11-05,2000,Real Zaragoza,Racing Santander,1-0,2-0,2,0,1,league,NA,NA,H
17922,2000-11-05,2000,Real Sociedad,RCD Mallorca,0-0,0-1,0,1,1,league,NA,NA,A
17923,2000-11-05,2000,CA Osasuna,Athletic Bilbao,0-1,1-1,1,1,1,league,NA,NA,D
17924,2000-11-05,2000,CD Alaves,Real Oviedo,2-0,4-0,4,0,1,league,NA,NA,H
17925,2000-11-05,2000,Rayo Vallecano,Real Valladolid,1-0,2-1,2,1,1,league,NA,NA,H
17926,2000-11-11,2000,Deportivo La Coruna,Real Zaragoza,1-0,2-0,2,0,1,league,NA,NA,H
17927,2000-11-12,2000,Racing Santander,CA Osasuna,0-0,0-0,0,0,1,league,NA,NA,D
17928,2000-11-12,2000,Athletic Bilbao,Celta Vigo,1-1,2-1,2,1,1,league,NA,NA,H
17929,2000-11-12,2000,RCD Mallorca,CD Numancia,2-0,2-1,2,1,1,league,NA,NA,H
17930,2000-11-12,2000,Real Madrid,UD Las Palmas,2-1,5-1,5,1,1,league,NA,NA,H
17931,2000-11-12,2000,FC Barcelona,Villarreal CF,1-1,1-2,1,2,1,league,NA,NA,A
17932,2000-11-12,2000,Real Oviedo,Real Sociedad,0-0,1-0,1,0,1,league,NA,NA,H
17933,2000-11-12,2000,Malaga CF,Espanyol Barcelona,0-0,0-0,0,0,1,league,NA,NA,D
17934,2000-11-12,2000,Valencia CF,Rayo Vallecano,0-1,2-2,2,2,1,league,NA,NA,D
17935,2000-11-12,2000,Real Valladolid,CD Alaves,0-0,2-1,2,1,1,league,NA,NA,H
17936,2000-11-18,2000,UD Las Palmas,RCD Mallorca,0-0,1-0,1,0,1,league,NA,NA,H
17937,2000-11-18,2000,Villarreal CF,Real Madrid,0-0,0-1,0,1,1,league,NA,NA,A
17938,2000-11-18,2000,CA Osasuna,Deportivo La Coruna,1-1,1-1,1,1,1,league,NA,NA,D
17939,2000-11-18,2000,CD Alaves,Valencia CF,0-0,1-1,1,1,1,league,NA,NA,D
17940,2000-11-19,2000,Celta Vigo,Racing Santander,1-0,1-1,1,1,1,league,NA,NA,D
17941,2000-11-19,2000,Real Sociedad,CD Numancia,3-0,4-1,4,1,1,league,NA,NA,H
17942,2000-11-19,2000,Espanyol Barcelona,Athletic Bilbao,1-0,2-1,2,1,1,league,NA,NA,H
17943,2000-11-19,2000,Rayo Vallecano,Malaga CF,1-1,4-2,4,2,1,league,NA,NA,H
17944,2000-11-19,2000,Real Oviedo,Real Valladolid,1-0,4-1,4,1,1,league,NA,NA,H
17945,2000-11-19,2000,Real Zaragoza,FC Barcelona,1-0,3-1,3,1,1,league,NA,NA,H
17946,2000-11-25,2000,RCD Mallorca,Villarreal CF,0-1,2-1,2,1,1,league,NA,NA,H
17947,2000-11-26,2000,Deportivo La Coruna,Celta Vigo,0-0,1-0,1,0,1,league,NA,NA,H
17948,2000-11-26,2000,CD Numancia,UD Las Palmas,0-0,0-1,0,1,1,league,NA,NA,A
17949,2000-11-26,2000,FC Barcelona,CA Osasuna,0-0,2-0,2,0,1,league,NA,NA,H
17950,2000-11-26,2000,Racing Santander,Espanyol Barcelona,0-1,1-2,1,2,1,league,NA,NA,A
17951,2000-11-26,2000,Athletic Bilbao,Rayo Vallecano,3-1,4-2,4,2,1,league,NA,NA,H
17952,2000-11-26,2000,Malaga CF,CD Alaves,2-0,3-1,3,1,1,league,NA,NA,H
17953,2000-11-26,2000,Real Valladolid,Real Sociedad,2-0,2-1,2,1,1,league,NA,NA,H
17954,2000-11-26,2000,Valencia CF,Real Oviedo,0-0,2-0,2,0,1,league,NA,NA,H
17955,2000-12-02,2000,Celta Vigo,FC Barcelona,3-1,3-3,3,3,1,league,NA,NA,D
17956,2000-12-02,2000,Real Valladolid,Valencia CF,0-0,0-0,0,0,1,league,NA,NA,D
17957,2000-12-02,2000,Espanyol Barcelona,Deportivo La Coruna,0-0,0-2,0,2,1,league,NA,NA,A
17958,2000-12-02,2000,Rayo Vallecano,Racing Santander,1-1,4-1,4,1,1,league,NA,NA,H
17959,2000-12-02,2000,CA Osasuna,Real Madrid,1-1,2-3,2,3,1,league,NA,NA,A
17960,2000-12-03,2000,Real Sociedad,UD Las Palmas,0-0,1-1,1,1,1,league,NA,NA,D
17961,2000-12-03,2000,Villarreal CF,CD Numancia,0-0,0-0,0,0,1,league,NA,NA,D
17962,2000-12-03,2000,Real Zaragoza,RCD Mallorca,1-0,1-1,1,1,1,league,NA,NA,D
17963,2000-12-03,2000,Real Oviedo,Malaga CF,1-2,3-2,3,2,1,league,NA,NA,H
17964,2000-12-03,2000,CD Alaves,Athletic Bilbao,0-1,2-1,2,1,1,league,NA,NA,H
17965,2000-12-09,2000,UD Las Palmas,Villarreal CF,0-2,1-5,1,5,1,league,NA,NA,A
17966,2000-12-09,2000,CD Numancia,Real Zaragoza,1-1,1-1,1,1,1,league,NA,NA,D
17967,2000-12-09,2000,Valencia CF,Real Sociedad,0-0,2-0,2,0,1,league,NA,NA,H
17968,2000-12-10,2000,FC Barcelona,Espanyol Barcelona,2-0,4-2,4,2,1,league,NA,NA,H
17969,2000-12-10,2000,Real Madrid,Celta Vigo,2-0,3-0,3,0,1,league,NA,NA,H
17970,2000-12-10,2000,Deportivo La Coruna,Rayo Vallecano,1-0,1-1,1,1,1,league,NA,NA,D
17971,2000-12-10,2000,Racing Santander,CD Alaves,0-0,2-1,2,1,1,league,NA,NA,H
17972,2000-12-10,2000,Athletic Bilbao,Real Oviedo,0-0,4-0,4,0,1,league,NA,NA,H
17973,2000-12-10,2000,Malaga CF,Real Valladolid,1-0,3-1,3,1,1,league,NA,NA,H
17974,2000-12-10,2000,RCD Mallorca,CA Osasuna,0-1,1-1,1,1,1,league,NA,NA,D
17975,2000-12-16,2000,Real Sociedad,Villarreal CF,0-1,0-2,0,2,1,league,NA,NA,A
17976,2000-12-16,2000,Real Zaragoza,UD Las Palmas,0-0,3-1,3,1,1,league,NA,NA,H
17977,2000-12-16,2000,CD Alaves,Deportivo La Coruna,2-1,3-1,3,1,1,league,NA,NA,H
17978,2000-12-16,2000,Espanyol Barcelona,Real Madrid,1-2,1-2,1,2,1,league,NA,NA,A
17979,2000-12-16,2000,Rayo Vallecano,FC Barcelona,1-1,2-2,2,2,1,league,NA,NA,D
17980,2000-12-17,2000,Celta Vigo,RCD Mallorca,1-1,2-2,2,2,1,league,NA,NA,D
17981,2000-12-17,2000,CA Osasuna,CD Numancia,0-0,2-0,2,0,1,league,NA,NA,H
17982,2000-12-17,2000,Real Oviedo,Racing Santander,1-0,1-0,1,0,1,league,NA,NA,H
17983,2000-12-17,2000,Real Valladolid,Athletic Bilbao,0-0,0-0,0,0,1,league,NA,NA,D
17984,2000-12-17,2000,Valencia CF,Malaga CF,1-0,2-0,2,0,1,league,NA,NA,H
17985,2000-12-19,2000,Real Madrid,Rayo Vallecano,2-0,3-1,3,1,1,league,NA,NA,H
17986,2000-12-20,2000,FC Barcelona,CD Alaves,1-0,3-2,3,2,1,league,NA,NA,H
17987,2000-12-20,2000,Villarreal CF,Real Zaragoza,1-0,1-1,1,1,1,league,NA,NA,D
17988,2000-12-20,2000,UD Las Palmas,CA Osasuna,1-0,3-2,3,2,1,league,NA,NA,H
17989,2000-12-20,2000,CD Numancia,Celta Vigo,2-1,4-2,4,2,1,league,NA,NA,H
17990,2000-12-20,2000,Deportivo La Coruna,Real Oviedo,1-0,3-0,3,0,1,league,NA,NA,H
17991,2000-12-20,2000,Racing Santander,Real Valladolid,2-1,2-2,2,2,1,league,NA,NA,D
17992,2000-12-20,2000,Athletic Bilbao,Valencia CF,1-0,1-1,1,1,1,league,NA,NA,D
17993,2000-12-20,2000,Malaga CF,Real Sociedad,2-0,3-0,3,0,1,league,NA,NA,H
17994,2000-12-20,2000,RCD Mallorca,Espanyol Barcelona,1-2,3-2,3,2,1,league,NA,NA,H
17995,2001-01-06,2000,Malaga CF,Athletic Bilbao,2-0,2-1,2,1,1,league,NA,NA,H
17996,2001-01-07,2000,Rayo Vallecano,RCD Mallorca,2-1,2-2,2,2,1,league,NA,NA,D
17997,2001-01-07,2000,Celta Vigo,UD Las Palmas,0-1,0-1,0,1,1,league,NA,NA,A
17998,2001-01-07,2000,CA Osasuna,Villarreal CF,1-0,1-0,1,0,1,league,NA,NA,H
17999,2001-01-07,2000,Espanyol Barcelona,CD Numancia,2-0,2-0,2,0,1,league,NA,NA,H
18000,2001-01-07,2000,Real Oviedo,FC Barcelona,0-2,2-3,2,3,1,league,NA,NA,A
18001,2001-01-07,2000,Real Valladolid,Deportivo La Coruna,0-0,3-1,3,1,1,league,NA,NA,H
18002,2001-01-07,2000,Valencia CF,Racing Santander,1-0,1-0,1,0,1,league,NA,NA,H
18003,2001-01-07,2000,Real Sociedad,Real Zaragoza,1-0,1-1,1,1,1,league,NA,NA,D
18004,2001-01-07,2000,CD Alaves,Real Madrid,1-1,1-3,1,3,1,league,NA,NA,A
18005,2001-01-13,2000,FC Barcelona,Real Valladolid,0-0,3-1,3,1,1,league,NA,NA,H
18006,2001-01-13,2000,Deportivo La Coruna,Valencia CF,0-0,2-0,2,0,1,league,NA,NA,H
18007,2001-01-14,2000,UD Las Palmas,Espanyol Barcelona,1-0,1-0,1,0,1,league,NA,NA,H
18008,2001-01-14,2000,Villarreal CF,Celta Vigo,1-0,2-0,2,0,1,league,NA,NA,H
18009,2001-01-14,2000,CD Numancia,Rayo Vallecano,0-1,0-2,0,2,1,league,NA,NA,A
18010,2001-01-14,2000,RCD Mallorca,CD Alaves,1-0,4-3,4,3,1,league,NA,NA,H
18011,2001-01-14,2000,Racing Santander,Malaga CF,0-1,0-1,0,1,1,league,NA,NA,A
18012,2001-01-14,2000,Real Sociedad,Athletic Bilbao,0-1,0-2,0,2,1,league,NA,NA,A
18013,2001-01-14,2000,Real Madrid,Real Oviedo,1-0,4-0,4,0,1,league,NA,NA,H
18014,2001-01-14,2000,Real Zaragoza,CA Osasuna,3-2,4-2,4,2,1,league,NA,NA,H
18015,2001-01-20,2000,Valencia CF,FC Barcelona,0-1,0-1,0,1,1,league,NA,NA,A
18016,2001-01-21,2000,CA Osasuna,Real Sociedad,0-0,1-1,1,1,1,league,NA,NA,D
18017,2001-01-21,2000,Celta Vigo,Real Zaragoza,1-1,1-1,1,1,1,league,NA,NA,D
18018,2001-01-21,2000,Espanyol Barcelona,Villarreal CF,1-0,2-1,2,1,1,league,NA,NA,H
18019,2001-01-21,2000,Rayo Vallecano,UD Las Palmas,1-1,1-1,1,1,1,league,NA,NA,D
18020,2001-01-21,2000,CD Alaves,CD Numancia,0-1,0-2,0,2,1,league,NA,NA,A
18021,2001-01-21,2000,Real Valladolid,Real Madrid,1-1,2-2,2,2,1,league,NA,NA,D
18022,2001-01-21,2000,Malaga CF,Deportivo La Coruna,1-1,1-3,1,3,1,league,NA,NA,A
18023,2001-01-21,2000,Athletic Bilbao,Racing Santander,1-0,3-1,3,1,1,league,NA,NA,H
18024,2001-01-21,2000,Real Oviedo,RCD Mallorca,0-1,1-1,1,1,1,league,NA,NA,D
18025,2001-01-24,2000,Real Madrid,Real Zaragoza,0-0,3-0,3,0,1,league,NA,NA,H
18026,2001-01-27,2000,Espanyol Barcelona,Real Zaragoza,3-0,5-0,5,0,1,league,NA,NA,H
18027,2001-01-27,2000,Malaga CF,FC Barcelona,0-0,0-0,0,0,1,league,NA,NA,D
18028,2001-01-27,2000,Athletic Bilbao,Deportivo La Coruna,1-2,2-2,2,2,1,league,NA,NA,D
18029,2001-01-28,2000,Rayo Vallecano,Villarreal CF,0-0,0-1,0,1,1,league,NA,NA,A
18030,2001-01-28,2000,CD Alaves,UD Las Palmas,0-0,1-0,1,0,1,league,NA,NA,H
18031,2001-01-28,2000,Real Oviedo,CD Numancia,1-0,3-0,3,0,1,league,NA,NA,H
18032,2001-01-28,2000,Real Valladolid,RCD Mallorca,2-0,2-0,2,0,1,league,NA,NA,H
18033,2001-01-28,2000,Valencia CF,Real Madrid,0-0,0-1,0,1,1,league,NA,NA,A
18034,2001-01-28,2000,Racing Santander,Real Sociedad,1-2,1-4,1,4,1,league,NA,NA,A
18035,2001-01-28,2000,Celta Vigo,CA Osasuna,0-0,1-0,1,0,1,league,NA,NA,H
18036,2001-02-03,2000,FC Barcelona,Athletic Bilbao,6-0,7-0,7,0,1,league,NA,NA,H
18037,2001-02-04,2000,CA Osasuna,Espanyol Barcelona,0-3,1-3,1,3,1,league,NA,NA,A
18038,2001-02-04,2000,Deportivo La Coruna,Racing Santander,2-1,2-1,2,1,1,league,NA,NA,H
18039,2001-02-04,2000,Real Madrid,Malaga CF,3-2,4-3,4,3,1,league,NA,NA,H
18040,2001-02-04,2000,RCD Mallorca,Valencia CF,1-0,2-2,2,2,1,league,NA,NA,D
18041,2001-02-04,2000,CD Numancia,Real Valladolid,0-0,0-0,0,0,1,league,NA,NA,D
18042,2001-02-04,2000,UD Las Palmas,Real Oviedo,0-0,1-0,1,0,1,league,NA,NA,H
18043,2001-02-04,2000,Real Zaragoza,Rayo Vallecano,2-0,6-1,6,1,1,league,NA,NA,H
18044,2001-02-04,2000,Real Sociedad,Celta Vigo,1-0,2-2,2,2,1,league,NA,NA,D
18045,2001-02-04,2000,Villarreal CF,CD Alaves,1-0,2-0,2,0,1,league,NA,NA,H
18046,2001-02-10,2000,Rayo Vallecano,CA Osasuna,1-0,2-1,2,1,1,league,NA,NA,H
18047,2001-02-10,2000,Deportivo La Coruna,Real Sociedad,3-0,4-1,4,1,1,league,NA,NA,H
18048,2001-02-10,2000,Athletic Bilbao,Real Madrid,1-0,1-0,1,0,1,league,NA,NA,H
18049,2001-02-10,2000,Espanyol Barcelona,Celta Vigo,0-0,0-1,0,1,1,league,NA,NA,A
18050,2001-02-10,2000,Valencia CF,CD Numancia,2-0,3-0,3,0,1,league,NA,NA,H
18051,2001-02-11,2000,Malaga CF,RCD Mallorca,0-1,0-1,0,1,1,league,NA,NA,A
18052,2001-02-11,2000,Racing Santander,FC Barcelona,1-0,4-0,4,0,1,league,NA,NA,H
18053,2001-02-11,2000,Real Valladolid,UD Las Palmas,0-0,1-0,1,0,1,league,NA,NA,H
18054,2001-02-11,2000,CD Alaves,Real Zaragoza,1-0,1-0,1,0,1,league,NA,NA,H
18055,2001-02-11,2000,Real Oviedo,Villarreal CF,1-0,1-3,1,3,1,league,NA,NA,A
18056,2001-02-17,2000,FC Barcelona,Deportivo La Coruna,2-1,2-3,2,3,1,league,NA,NA,A
18057,2001-02-17,2000,Real Madrid,Racing Santander,0-0,1-0,1,0,1,league,NA,NA,H
18058,2001-02-17,2000,UD Las Palmas,Valencia CF,0-1,0-2,0,2,1,league,NA,NA,A
18059,2001-02-18,2000,Real Zaragoza,Real Oviedo,4-1,5-2,5,2,1,league,NA,NA,H
18060,2001-02-18,2000,RCD Mallorca,Athletic Bilbao,1-0,1-0,1,0,1,league,NA,NA,H
18061,2001-02-18,2000,CD Numancia,Malaga CF,1-0,3-2,3,2,1,league,NA,NA,H
18062,2001-02-18,2000,Villarreal CF,Real Valladolid,1-0,2-1,2,1,1,league,NA,NA,H
18063,2001-02-18,2000,CA Osasuna,CD Alaves,0-0,0-1,0,1,1,league,NA,NA,A
18064,2001-02-18,2000,Celta Vigo,Rayo Vallecano,1-1,1-1,1,1,1,league,NA,NA,D
18065,2001-02-18,2000,Real Sociedad,Espanyol Barcelona,1-1,2-1,2,1,1,league,NA,NA,H
18066,2001-02-24,2000,Deportivo La Coruna,Real Madrid,0-2,2-2,2,2,1,league,NA,NA,D
18067,2001-02-25,2000,Athletic Bilbao,CD Numancia,1-0,3-1,3,1,1,league,NA,NA,H
18068,2001-02-25,2000,Malaga CF,UD Las Palmas,0-1,2-1,2,1,1,league,NA,NA,H
18069,2001-02-25,2000,FC Barcelona,Real Sociedad,1-0,3-0,3,0,1,league,NA,NA,H
18070,2001-02-25,2000,Racing Santander,RCD Mallorca,2-1,2-1,2,1,1,league,NA,NA,H
18071,2001-02-25,2000,Real Valladolid,Real Zaragoza,1-0,2-0,2,0,1,league,NA,NA,H
18072,2001-02-25,2000,Rayo Vallecano,Espanyol Barcelona,0-1,1-1,1,1,1,league,NA,NA,D
18073,2001-02-25,2000,Real Oviedo,CA Osasuna,2-0,2-3,2,3,1,league,NA,NA,A
18074,2001-02-25,2000,CD Alaves,Celta Vigo,1-0,2-2,2,2,1,league,NA,NA,D
18075,2001-02-25,2000,Valencia CF,Villarreal CF,1-1,3-1,3,1,1,league,NA,NA,H
18076,2001-03-03,2000,Real Madrid,FC Barcelona,2-1,2-2,2,2,1,league,NA,NA,D
18077,2001-03-03,2000,RCD Mallorca,Deportivo La Coruna,1-0,2-1,2,1,1,league,NA,NA,H
18078,2001-03-03,2000,Real Zaragoza,Valencia CF,1-0,1-1,1,1,1,league,NA,NA,D
18079,2001-03-03,2000,Real Sociedad,Rayo Vallecano,1-0,2-0,2,0,1,league,NA,NA,H
18080,2001-03-04,2000,CA Osasuna,Real Valladolid,0-0,2-1,2,1,1,league,NA,NA,H
18081,2001-03-04,2000,CD Numancia,Racing Santander,1-0,1-0,1,0,1,league,NA,NA,H
18082,2001-03-04,2000,UD Las Palmas,Athletic Bilbao,0-0,0-0,0,0,1,league,NA,NA,D
18083,2001-03-04,2000,Celta Vigo,Real Oviedo,0-0,1-0,1,0,1,league,NA,NA,H
18084,2001-03-04,2000,Espanyol Barcelona,CD Alaves,0-0,0-0,0,0,1,league,NA,NA,D
18085,2001-03-04,2000,Villarreal CF,Malaga CF,0-1,1-2,1,2,1,league,NA,NA,A
18086,2001-03-10,2000,Athletic Bilbao,Villarreal CF,0-1,1-1,1,1,1,league,NA,NA,D
18087,2001-03-10,2000,Deportivo La Coruna,CD Numancia,0-0,4-1,4,1,1,league,NA,NA,H
18088,2001-03-10,2000,Valencia CF,CA Osasuna,0-0,1-0,1,0,1,league,NA,NA,H
18089,2001-03-11,2000,FC Barcelona,RCD Mallorca,0-0,1-1,1,1,1,league,NA,NA,D
18090,2001-03-11,2000,Real Madrid,Real Sociedad,2-0,4-0,4,0,1,league,NA,NA,H
18091,2001-03-11,2000,Racing Santander,UD Las Palmas,0-0,2-1,2,1,1,league,NA,NA,H
18092,2001-03-11,2000,Real Valladolid,Celta Vigo,1-0,1-2,1,2,1,league,NA,NA,A
18093,2001-03-11,2000,Real Oviedo,Espanyol Barcelona,1-0,2-2,2,2,1,league,NA,NA,D
18094,2001-03-11,2000,CD Alaves,Rayo Vallecano,1-1,4-2,4,2,1,league,NA,NA,H
18095,2001-03-11,2000,Malaga CF,Real Zaragoza,1-0,2-0,2,0,1,league,NA,NA,H
18096,2001-03-17,2000,UD Las Palmas,Deportivo La Coruna,1-0,2-0,2,0,1,league,NA,NA,H
18097,2001-03-18,2000,CA Osasuna,Malaga CF,1-2,3-3,3,3,1,league,NA,NA,D
18098,2001-03-18,2000,Real Sociedad,CD Alaves,1-0,1-1,1,1,1,league,NA,NA,D
18099,2001-03-18,2000,RCD Mallorca,Real Madrid,1-0,1-0,1,0,1,league,NA,NA,H
18100,2001-03-18,2000,CD Numancia,FC Barcelona,0-1,1-1,1,1,1,league,NA,NA,D
18101,2001-03-18,2000,Real Zaragoza,Athletic Bilbao,2-1,2-2,2,2,1,league,NA,NA,D
18102,2001-03-18,2000,Villarreal CF,Racing Santander,2-0,4-2,4,2,1,league,NA,NA,H
18103,2001-03-18,2000,Celta Vigo,Valencia CF,0-1,3-2,3,2,1,league,NA,NA,H
18104,2001-03-18,2000,Espanyol Barcelona,Real Valladolid,0-0,1-0,1,0,1,league,NA,NA,H
18105,2001-03-18,2000,Rayo Vallecano,Real Oviedo,0-1,0-2,0,2,1,league,NA,NA,A
18106,2001-03-31,2000,Real Madrid,CD Numancia,1-0,1-0,1,0,1,league,NA,NA,H
18107,2001-03-31,2000,Deportivo La Coruna,Villarreal CF,2-0,4-2,4,2,1,league,NA,NA,H
18108,2001-03-31,2000,Malaga CF,Celta Vigo,1-2,1-4,1,4,1,league,NA,NA,A
18109,2001-03-31,2000,Valencia CF,Espanyol Barcelona,0-0,0-1,0,1,1,league,NA,NA,A
18110,2001-04-01,2000,Racing Santander,Real Zaragoza,1-1,2-1,2,1,1,league,NA,NA,H
18111,2001-04-01,2000,RCD Mallorca,Real Sociedad,1-0,1-1,1,1,1,league,NA,NA,D
18112,2001-04-01,2000,FC Barcelona,UD Las Palmas,2-1,4-1,4,1,1,league,NA,NA,H
18113,2001-04-01,2000,Athletic Bilbao,CA Osasuna,0-0,0-1,0,1,1,league,NA,NA,A
18114,2001-04-01,2000,Real Oviedo,CD Alaves,2-1,3-3,3,3,1,league,NA,NA,D
18115,2001-04-01,2000,Real Valladolid,Rayo Vallecano,1-1,1-3,1,3,1,league,NA,NA,A
18116,2001-04-07,2000,Rayo Vallecano,Valencia CF,0-1,1-4,1,4,1,league,NA,NA,A
18117,2001-04-08,2000,CA Osasuna,Racing Santander,1-1,1-1,1,1,1,league,NA,NA,D
18118,2001-04-08,2000,CD Numancia,RCD Mallorca,0-0,0-2,0,2,1,league,NA,NA,A
18119,2001-04-08,2000,UD Las Palmas,Real Madrid,0-0,0-1,0,1,1,league,NA,NA,A
18120,2001-04-08,2000,Villarreal CF,FC Barcelona,3-1,4-4,4,4,1,league,NA,NA,D
18121,2001-04-08,2000,Celta Vigo,Athletic Bilbao,1-0,2-1,2,1,1,league,NA,NA,H
18122,2001-04-08,2000,Espanyol Barcelona,Malaga CF,1-0,1-2,1,2,1,league,NA,NA,A
18123,2001-04-08,2000,CD Alaves,Real Valladolid,2-0,4-2,4,2,1,league,NA,NA,H
18124,2001-04-08,2000,Real Sociedad,Real Oviedo,0-0,3-0,3,0,1,league,NA,NA,H
18125,2001-04-08,2000,Real Zaragoza,Deportivo La Coruna,1-0,2-1,2,1,1,league,NA,NA,H
18126,2001-04-14,2000,Deportivo La Coruna,CA Osasuna,0-1,2-1,2,1,1,league,NA,NA,H
18127,2001-04-14,2000,Valencia CF,CD Alaves,1-1,1-2,1,2,1,league,NA,NA,A
18128,2001-04-14,2000,FC Barcelona,Real Zaragoza,0-2,4-4,4,4,1,league,NA,NA,D
18129,2001-04-14,2000,Real Madrid,Villarreal CF,1-0,4-0,4,0,1,league,NA,NA,H
18130,2001-04-15,2000,Athletic Bilbao,Espanyol Barcelona,0-1,0-1,0,1,1,league,NA,NA,A
18131,2001-04-15,2000,RCD Mallorca,UD Las Palmas,1-1,2-1,2,1,1,league,NA,NA,H
18132,2001-04-15,2000,Racing Santander,Celta Vigo,3-0,3-0,3,0,1,league,NA,NA,H
18133,2001-04-15,2000,CD Numancia,Real Sociedad,1-1,3-3,3,3,1,league,NA,NA,D
18134,2001-04-15,2000,Malaga CF,Rayo Vallecano,1-1,1-1,1,1,1,league,NA,NA,D
18135,2001-04-15,2000,Real Valladolid,Real Oviedo,0-0,1-0,1,0,1,league,NA,NA,H
18136,2001-04-21,2000,Celta Vigo,Deportivo La Coruna,0-0,2-1,2,1,1,league,NA,NA,H
18137,2001-04-22,2000,Villarreal CF,RCD Mallorca,2-0,2-2,2,2,1,league,NA,NA,D
18138,2001-04-22,2000,Real Zaragoza,Real Madrid,1-2,2-3,2,3,1,league,NA,NA,A
18139,2001-04-22,2000,CA Osasuna,FC Barcelona,2-1,3-1,3,1,1,league,NA,NA,H
18140,2001-04-22,2000,Espanyol Barcelona,Racing Santander,1-0,3-0,3,0,1,league,NA,NA,H
18141,2001-04-22,2000,Rayo Vallecano,Athletic Bilbao,0-1,1-2,1,2,1,league,NA,NA,A
18142,2001-04-22,2000,CD Alaves,Malaga CF,0-1,1-2,1,2,1,league,NA,NA,A
18143,2001-04-22,2000,Real Sociedad,Real Valladolid,2-0,3-1,3,1,1,league,NA,NA,H
18144,2001-04-22,2000,UD Las Palmas,CD Numancia,0-1,1-1,1,1,1,league,NA,NA,D
18145,2001-04-22,2000,Real Oviedo,Valencia CF,0-0,0-0,0,0,1,league,NA,NA,D
18146,2001-04-28,2000,Real Madrid,CA Osasuna,0-1,1-1,1,1,1,league,NA,NA,D
18147,2001-04-28,2000,Valencia CF,Real Valladolid,0-0,1-0,1,0,1,league,NA,NA,H
18148,2001-04-29,2000,FC Barcelona,Celta Vigo,1-1,1-1,1,1,1,league,NA,NA,D
18149,2001-04-29,2000,UD Las Palmas,Real Sociedad,1-0,2-1,2,1,1,league,NA,NA,H
18150,2001-04-29,2000,CD Numancia,Villarreal CF,0-0,1-3,1,3,1,league,NA,NA,A
18151,2001-04-29,2000,RCD Mallorca,Real Zaragoza,2-0,2-1,2,1,1,league,NA,NA,H
18152,2001-04-29,2000,Racing Santander,Rayo Vallecano,1-1,1-1,1,1,1,league,NA,NA,D
18153,2001-04-29,2000,Athletic Bilbao,CD Alaves,0-0,2-0,2,0,1,league,NA,NA,H
18154,2001-04-29,2000,Malaga CF,Real Oviedo,1-1,2-2,2,2,1,league,NA,NA,D
18155,2001-04-29,2000,Deportivo La Coruna,Espanyol Barcelona,1-0,1-0,1,0,1,league,NA,NA,H
18156,2001-05-05,2000,Espanyol Barcelona,FC Barcelona,0-0,0-0,0,0,1,league,NA,NA,D
18157,2001-05-05,2000,Real Sociedad,Valencia CF,0-0,1-2,1,2,1,league,NA,NA,A
18158,2001-05-05,2000,Celta Vigo,Real Madrid,2-0,3-0,3,0,1,league,NA,NA,H
18159,2001-05-06,2000,Rayo Vallecano,Deportivo La Coruna,0-0,1-1,1,1,1,league,NA,NA,D
18160,2001-05-06,2000,Villarreal CF,UD Las Palmas,1-0,2-1,2,1,1,league,NA,NA,H
18161,2001-05-06,2000,Real Zaragoza,CD Numancia,2-0,3-1,3,1,1,league,NA,NA,H
18162,2001-05-06,2000,CA Osasuna,RCD Mallorca,0-0,1-0,1,0,1,league,NA,NA,H
18163,2001-05-06,2000,CD Alaves,Racing Santander,2-0,5-1,5,1,1,league,NA,NA,H
18164,2001-05-06,2000,Real Oviedo,Athletic Bilbao,3-0,5-0,5,0,1,league,NA,NA,H
18165,2001-05-06,2000,Real Valladolid,Malaga CF,0-0,0-0,0,0,1,league,NA,NA,D
18166,2001-05-11,2000,Deportivo La Coruna,CD Alaves,1-1,2-1,2,1,1,league,NA,NA,H
18167,2001-05-12,2000,Villarreal CF,Real Sociedad,1-1,1-3,1,3,1,league,NA,NA,A
18168,2001-05-13,2000,RCD Mallorca,Celta Vigo,0-0,2-0,2,0,1,league,NA,NA,H
18169,2001-05-13,2000,UD Las Palmas,Real Zaragoza,0-1,2-1,2,1,1,league,NA,NA,H
18170,2001-05-13,2000,CD Numancia,CA Osasuna,1-0,1-0,1,0,1,league,NA,NA,H
18171,2001-05-13,2000,Athletic Bilbao,Real Valladolid,1-1,1-1,1,1,1,league,NA,NA,D
18172,2001-05-13,2000,FC Barcelona,Rayo Vallecano,1-1,5-1,5,1,1,league,NA,NA,H
18173,2001-05-13,2000,Racing Santander,Real Oviedo,1-0,2-0,2,0,1,league,NA,NA,H
18174,2001-05-13,2000,Real Madrid,Espanyol Barcelona,1-0,2-2,2,2,1,league,NA,NA,D
